Id,City,latitude,longitude
926,"Cascade County, Montana, United States",47.3,-111.367
1246,"Shenzhen, Guangdong, China",22.2,111.117
859,"Pampanga, Davao City, Philippines",7.11,125.649
739,"Caracas, Distrito Federal, Venezuela",10.5,-66.9167
1110,"Stockton, California, United States",37.9577,-121.291
876,"Travis County, Texas, United States",30.3335,-97.8003
418,"Baraawe, Shabeellaha Hoose, Somalia",1.1132,44.0297
168,"Memphis, Tennessee, United States",35.1495,-90.049
135,"Guangxi, Guangxi, China",24.0,109.0
1152,"Jackson County, Iowa, United States",42.1667,-90.5835
789,"Washoe County, Nevada, United States",40.7502,-119.626
178,"Monrovia, Montserrado, Liberia",6.31056,-10.8047
1131,"Hanoi, Ha N?I, Vietnam, Republic Of",21.0333,105.85
124,"Madras, Tamil Nadu, India",13.0833,80.2833
1090,"Muhammad Omar, Nimruz, Afghanistan",31.1817,61.8222
627,"Najaf, An Najaf, Iraq",31.9892,44.3291
993,"Gilchrist County, Florida, United States",29.7086,-82.7915
0,"Alabama, United States",32.799,-86.8073
364,"Juarez, MéCo, Mexico",31.7333,-106.483
388,"Rafah, Shamal Sina', Egypt",31.2878,34.2369
950,"South Vietnam, Vietnam (General), Vietnam, Republic Of",11.0,107.0
1025,"Tikrit, Sala? Ad Din, Iraq",34.6158,43.6786
509,"Baku, Baki*, Azerbaijan",40.3953,49.8822
1015,"Goddard College, Vermont, United States",44.279,-72.4384
367,"Nebraska, United States",41.1289,-98.2883
976,"Kuala Lumpur, Kuala Lumpur, Malaysia",3.16667,101.7
716,"Tripoli, Tarabulus, Libya",32.8925,13.18
940,"Coalisland, Dungannon, United Kingdom",54.5333,-6.7
485,"Donbass, Ukraine (General), Ukraine",48.5,38.5
21,"Kabylie, Bordj Bou ArréDj, Algeria",36.25,5.0
720,"New Hampshire, United States",43.4108,-71.5653
453,"Chakiwara, Sindh, Pakistan",24.8747,67.0003
244,"Essex County, New Jersey, United States",40.7834,-74.2163
1202,"Suva, Central, Fiji",-18.1333,178.417
637,"Erbil, Liwa' Irbil, Iraq",36.1926,44.0106
351,"Colombo, Western, Sri Lanka",6.93194,79.8478
595,"Juba, Wilayat Bahr Al Jabal, South Sudan",4.84597,31.6012
1138,"Shiv, Rajasthan, India",26.1833,71.25
488,"Bedford County, Pennsylvania, United States",40.2504,-78.625
752,"Albemarle, North Carolina, United States",35.6115,-82.5426
1012,"Philadelphia, Pennsylvania, United States",39.9523,-75.1638
835,"Petersburg, Sankt-Peterburg, Russia",59.8944,30.2642
379,"Mainok, Borno, Nigeria",11.8288,12.6345
1032,"Washington, District Of Columbia, United States",38.8951,-77.0364
113,"Boise, Idaho, United States",43.6135,-116.203
342,"San Diego County, California, United States",33.0334,-116.801
452,"Philippine Sea, Oceans (General), Oceans",20.0,135.0
862,"Boston, Massachusetts, United States",42.3584,-71.0598
295,"Nablus, West Bank (General), West Bank",32.2199,35.2636
579,"Shabelle, Bay, Somalia",2.19037,42.8761
341,"Rivers State, Rivers, Nigeria",4.75,6.83333
77,"Bethlehem, West Bank (General), West Bank",31.7049,35.2038
1215,"Louisville, Kentucky, United States",38.2542,-85.7594
64,"Placerville, California, United States",38.7296,-120.799
881,"Simferopol, Krym, Avtonomna Respublika, Ukraine",44.9572,34.1108
312,"Bekaa, BéA, Lebanon",33.6667,35.8333
405,"Pinecrest, Florida, United States",27.85,-82.1456
507,"Mogadishu, Banaadir, Somalia",2.06667,45.3667
237,"Pretoria, Gauteng, South Africa",-25.7069,28.2294
1002,"Zumar, Liwa' Irbil, Iraq",35.9937,43.4506
1173,"Boulder County, Colorado, United States",40.0833,-105.351
567,"Virginia, United States",37.768,-78.2057
416,"New Brunswick, New Jersey, United States",40.4862,-74.4518
100,"Mohammad Hasan, Paktika, Afghanistan",32.8107,68.4712
380,"Pocatello, Idaho, United States",42.8713,-112.446
914,"Jackson County, Missouri, United States",39.0167,-94.3502
300,"Playa Del Carmen, Quintana Roo, Mexico",20.6167,-87.0667
965,"Rhea Medical Center, Tennessee, United States",35.5291,-84.9819
120,"Marib, Ma'rib, Yemen",15.461,45.3253
286,"Shawal, Federally Administered Tribal Areas, Pakistan",32.6222,69.4728
1075,"West Point, Montserrado, Liberia",6.33333,-10.8
800,"Al-Hayat, As Suwayda', Syria",32.94,36.6564
1148,"Whitehouse, District Of Columbia, United States",38.8951,-77.0364
254,"Vienna, Wien, Austria",48.2,16.3667
392,"Brighton, Brighton And Hove, United Kingdom",50.8333,-0.15
496,"Burlington, Vermont, United States",44.4759,-73.2121
605,"Rhode Island, United States",41.6772,-71.5101
42,"University Of Alabama, Alabama, United States",33.2151,-87.5467
644,"Kiev, Ukraine (General), Ukraine",50.4333,30.5167
759,"Arsal, Mohafazat Baalbek-Hermel, Lebanon",34.1794,36.4208
1073,"Sioux City, Iowa, United States",42.5,-96.4003
235,"Louisiana, United States",31.1801,-91.8749
436,"Charleston County, South Carolina, United States",32.7668,-79.9665
213,"San Francisco, California, United States",37.7749,-122.419
816,"Purdue University, Indiana, United States",40.4281,-86.9225
568,"Blue Nile, An Nil Al Azraq, Sudan",11.15,34.1
1062,"South Dakota, United States",44.2853,-99.4632
265,"Khilafa, NinawáZ, Iraq",36.8035,43.6848
296,"Bashkortostan, Bashkortostan, Russia",56.2445,56.2518
916,"Doha, Ad Daw?Ah, Qatar",25.2867,51.5333
200,"Arkansas, United States",34.9513,-92.3809
329,"Guatemala City, Guatemala, Guatemala",14.6211,-90.5269
525,"Delhi, Delhi, India",28.6667,77.2167
27,"Beit Hanina, West Bank (General), West Bank",31.83,35.2254
787,"Agadez, Agadez, Niger",16.9733,7.99111
582,"West Bend, Wisconsin, United States",43.4253,-88.1834
109,"Abu Kamal, Dayr Az Zawr, Syria",34.45,40.9186
557,"Tunis, (Ts26), Tunisia",36.8028,10.1797
718,"Suruc, Konya, Turkey",38.2262,33.2047
1239,"Oklahoma, United States",35.5376,-96.9247
441,"Knox County, Maine, United States",43.8501,-69.3328
672,"Gauteng, Gauteng, South Africa",-26.0833,28.25
1140,"Tianshan, Jilin, China",43.6182,129.608
769,"Merrylands, New South Wales, Australia",-33.8333,150.983
1181,"Ahmedabad, Gujarat, India",23.0333,72.6167
275,"Khorasani, Kerman, Iran",28.0,57.2444
983,"Tigris River, Al Basrah, Iraq",31.0,47.4167
803,"Utah, United States",40.1135,-111.854
197,"Fuengirola, AndalucíSp, Spain",36.5433,-4.6269
853,"Anbar, Sistan Va Baluchestan, Iran",26.7908,62.7736
60,"Indianapolis, Indiana, United States",39.7684,-86.158
1245,"Dohuk, Dahuk, Iraq",36.8671,42.9884
1067,"Mong Kok, Hong Kong (General), Hong Kong",22.3167,114.167
691,"Gaston County, North Carolina, United States",35.3001,-81.1998
346,"Kings Cross, New South Wales, Australia",-33.8833,151.217
911,"Manbij, ?Alab, Syria",36.5282,37.955
1111,"Minsk, Belarus (General), Belarus",53.9,27.5667
677,"Fall River County, South Dakota, United States",43.2666,-103.55
907,"Monroe County, Pennsylvania, United States",41.2504,-75.1496
650,"Freetown, Western Area, Sierra Leone",8.49,-13.2342
590,"Cook County, Illinois, United States",41.8334,-87.8501
895,"Pasco County, Florida, United States",28.292,-82.4165
664,"Rexdale, Ontario, Canada",43.7167,-79.5667
224,"Delaware, United States",39.3498,-75.5148
79,"Miami, Florida, United States",25.7743,-80.1937
617,"Donbas, Ukraine (General), Ukraine",48.5,38.5
352,"Montana, United States",46.9048,-110.326
126,"Gwoza, Borno, Nigeria",11.1036,13.713
1034,"Lafia, Nassarawa, Nigeria",8.48333,8.51667
251,"Vermont, United States",44.0407,-72.7093
426,"Manama, Al Manamah, Bahrain",26.2361,50.5831
369,"Tartu, Tartumaa, Estonia",58.3661,26.7361
996,"Lugansk, Luhans'ka Oblast', Ukraine",48.567,39.3171
651,"Tampa, Florida, United States",27.9475,-82.4584
956,"Zabul, Zabol, Afghanistan",32.25,67.25
483,"West Lafayette, Indiana, United States",40.4259,-86.9081
498,"Madhya Pradesh, Madhya Pradesh, India",23.5,78.5
629,"Tabai, Federally Administered Tribal Areas, Pakistan",33.8403,70.4703
947,"Indiana, United States",39.8647,-86.2604
372,"Cuyahoga County, Ohio, United States",41.4334,-81.6665
920,"Coeur Dalene, Idaho, United States",47.6777,-116.78
887,"Manhattan, New York, United States",40.7834,-73.9662
1160,"Texas, United States",31.106,-97.6475
99,"Amarillo, Texas, United States",35.222,-101.831
72,"Grand Rapids, Michigan, United States",42.9634,-85.6681
500,"Southern Methodist University, Texas, United States",32.8451,-96.7842
869,"Norfolk, Virginia, United States",36.8468,-76.2852
1200,"Lashkar, North-West Frontier, Pakistan",34.945,72.8164
790,"Beit Lahiya, Gaza Strip (General), Gaza Strip",31.5464,34.4951
533,"Bishkek, Bishkek, Kyrgyzstan",42.8731,74.6003
1122,"Saratoga Springs, Utah, United States",40.3491,-111.905
462,"Yavoriv, Ivano-Frankivs'ka Oblast', Ukraine",49.0125,23.9481
843,"Tulsa, Oklahoma, United States",36.154,-95.9928
1209,"Tell Abiad, Ar Raqqah, Syria",36.6816,38.9768
263,"Decatur, Georgia, United States",33.7748,-84.2963
632,"Mursitpinar, Sanliurfa, Turkey",36.9047,38.3494
394,"Cheyenne, Wyoming, United States",41.14,-104.82
514,"Datta Khel, Federally Administered Tribal Areas, Pakistan",33.1497,70.4347
610,"Kashmir, North-West Frontier, Pakistan",34.796,72.1502
725,"Iowa, United States",42.0046,-93.214
931,"Maricopa County, Arizona, United States",33.5,-112.501
513,"Mayo Tsanaga, Extreme-Nord, Cameroon",10.7833,14.6667
615,"Makkah, Makkah, Saudi Arabia",21.4267,39.8261
476,"Kremlin, Moskva, Russia",55.7522,37.6156
797,"Miamisburg, Ohio, United States",39.6428,-84.2866
1136,"Longview, Texas, United States",32.5007,-94.7405
1175,"Orlando, Florida, United States",28.5383,-81.3792
1236,"Orange County, California, United States",33.7,-117.768
967,"Mumbai, Maharashtra, India",18.975,72.8258
322,"Greene County, Ohio, United States",39.6834,-83.8999
645,"Bridgeport, Connecticut, United States",41.167,-73.2048
469,"Massachusetts, United States",42.2373,-71.5314
635,"Sistema, Chelyabinskaya Oblast', Russia",53.1109,60.219
1088,"Tuscaloosa, Alabama, United States",33.2098,-87.5692
575,"Golan Heights, Syria (General), Syria",32.9049,35.8072
1176,"Hayatabad, North-West Frontier, Pakistan",34.2815,71.6886
979,"Azizabad, North-West Frontier, Pakistan",34.1258,71.8686
709,"Kerongo, Nyanza, Kenya",-0.65,34.8167
1005,"Delaware County, Pennsylvania, United States",40.0004,-75.3749
28,"Santiago, RegióEtropolitana, Chile",-33.45,-70.6667
40,"New Haven, Connecticut, United States",41.3082,-72.9282
310,"Vadodara, Gujarat, India",22.3,73.2
192,"Framingham, Massachusetts, United States",42.2793,-71.4162
589,"Kebbi, Sokoto, Nigeria",12.1288,4.73509
699,"Oak Park, Illinois, United States",41.885,-87.7845
1115,"Seoul, Soul-T'ukpyolsi, South Korea",37.5664,127.0
687,"Estacada, Oregon, United States",45.2896,-122.334
960,"Heathrow, Hillingdon, United Kingdom",51.4667,-0.45
818,"Jefferson City, Missouri, United States",38.5767,-92.1735
1038,"Towanda, Pennsylvania, United States",41.7676,-76.4427
245,"Xiao Qiang, Shaanxi, China",34.4599,107.777
543,"Sanliurfa, Sanliurfa, Turkey",37.1671,38.7939
826,"Smyrna, Izmir, Turkey",38.4104,27.142
354,"Somaliland, Somalia (General), Somalia",9.0,46.0
1064,"Northborough, Massachusetts, United States",42.3195,-71.6412
757,"Novokaterynivka, Krym, Avtonomna Respublika, Ukraine",45.3649,34.5353
332,"Arab Bank, West Bank (General), West Bank",31.9052,35.2046
9,"Sandy Hook, Connecticut, United States",41.4201,-73.2821
1099,"Ikotun, Lagos, Nigeria",6.44972,3.08744
34,"Xinjiang, Jiangxi, China",27.7481,116.274
745,"Albemarle High School, North Carolina, United States",35.371,-80.1934
603,"Raqqah, Ar Raqqah, Syria",35.95,39.0167
565,"Mexico City, Distrito Federal, Mexico",19.4342,-99.1386
850,"Wisconsin, United States",44.2563,-89.6385
1045,"Lima, Lima, Peru",-12.05,-77.05
891,"Dallas, Texas, United States",32.7831,-96.8067
937,"Bucyrus, Ohio, United States",40.8084,-82.9755
16,"Bali, Jawa Timur, Indonesia",-7.1046,112.337
730,"Dublin, Dublin, Ireland",53.3331,-6.24889
921,"Cabo San Lucas, Baja California Sur, Mexico",22.8833,-109.9
233,"Shanksville, Pennsylvania, United States",40.0179,-78.9072
1013,"Jerusalem District, Yerushalayim, Israel",31.75,35.0
1224,"San Antonio, Texas, United States",29.4241,-98.4936
994,"Bangkok, Krung Thep Mahanakhon, Thailand",13.75,100.517
492,"Sydney, New South Wales, Australia",-33.8833,151.217
208,"Graves County, Kentucky, United States",36.7334,-88.65
511,"Dover, New Hampshire, United States",43.1979,-70.8737
842,"Ramadi, Al Anbar, Iraq",33.4206,43.3078
93,"Basildon, Essex, United Kingdom",51.5667,0.466667
292,"Tucson, Arizona, United States",32.2217,-110.926
291,"Kabasalan, Maguindanao, Philippines",6.96833,124.632
199,"El Dorado County, California, United States",38.7666,-120.518
429,"Tempe, Arizona, United States",33.4148,-111.909
73,"Rapid City, South Dakota, United States",44.0805,-103.231
67,"Sochi, Krasnodarskiy Kray, Russia",43.5992,39.7257
795,"Yalu River, China (General), China",39.9322,124.321
812,"Warren County, New Jersey, United States",40.8334,-74.9496
489,"Vilnius, Vilniaus Apskritis, Lithuania",54.6833,25.3167
585,"Albu Kamal, Dayr Az Zawr, Syria",34.45,40.9186
794,"Arizona, United States",33.7712,-111.388
1080,"Rotherham, Rotherham, United Kingdom",53.4333,-1.35
1113,"Erie, Pennsylvania, United States",42.1292,-80.0851
674,"Kordofan, Shamal Kurdufan, Sudan",13.0833,30.35
732,"Henan, Henan, China",33.415,112.422
280,"Hasakah, Dhi Qar, Iraq",30.9833,47.1167
957,"New Hanover County, North Carolina, United States",34.2504,-77.8664
273,"Yalta, Tul'skaya Oblast', Russia",53.4771,38.0354
622,"Florida, United States",27.8333,-81.717
24,"Jerusalem, Israel (General), Israel",31.7667,35.2333
104,"Madagali, Adamawa, Nigeria",10.8902,13.6312
502,"Sheikh Ibrahim, ?Ims, Syria",35.1667,38.8333
314,"Han River, South Korea (General), South Korea",37.7492,126.183
1237,"Kinshasa, Kinshasa, Democratic Republic Of The Congo",-4.32972,15.315
159,"Kigali, (Rw09), Rwanda",-1.95361,30.0606
553,"Mubi, Adamawa, Nigeria",10.2676,13.2644
747,"Charleston, South Carolina, United States",32.7766,-79.9309
1037,"Broadmeadows, New South Wales, Australia",-29.85,152.3
47,"Kramatorsk, Donets'ka Oblast', Ukraine",48.723,37.5563
1017,"Ukhrul, Manipur, India",25.1167,94.3667
855,"Delft, Zuid-Holland, Netherlands",52.0186,4.37815
195,"Crimean Peninsula, Krym, Avtonomna Respublika, Ukraine",45.0,34.0
1057,"Arbil, Liwa' Irbil, Iraq",36.1926,44.0106
538,"Kirkuk, At Ta'mim, Iraq",35.4681,44.3922
680,"Bekaa Valley, BéA, Lebanon",33.8333,36.0
831,"Fort Wayne, Indiana, United States",41.1306,-85.1289
1147,"Dane County, Wisconsin, United States",43.0667,-89.4335
521,"Sinaloa, Tabasco, Mexico",18.4917,-93.75
162,"Meigs County, Ohio, United States",39.1001,-82.0165
433,"Ciudad Juarez, MéCo, Mexico",31.7333,-106.483
880,"Paghman, Kabol, Afghanistan",34.5875,68.9533
334,"Lafayette, Louisiana, United States",30.2241,-92.0198
1117,"Banten, Sumatera Utara, Indonesia",3.5263,98.3798
740,"Columbus, Ohio, United States",39.9612,-82.9988
1008,"Jamestown, Eastern Cape, South Africa",-31.1211,26.8069
1027,"Manipur, Uttar Pradesh, India",27.0529,79.3583
103,"Brooklyn, New York, United States",42.3442,-75.1704
871,"Chicago, Illinois, United States",41.85,-87.6501
1222,"Ciudad, Durango, Mexico",24.3833,-106.05
827,"Konduz, Kondoz, Afghanistan",36.729,68.857
174,"Tabqa, Ar Raqqah, Syria",35.8469,38.5443
422,"Quebec, Quebec, Canada",47.5,-72.0
1219,"Merseyside, United Kingdom (General), United Kingdom",53.4,-3.08333
905,"Chardon High School, Ohio, United States",41.5914,-81.2001
97,"Karachi, Sindh, Pakistan",24.8667,67.05
41,"Ohio State University, Ohio, United States",40.5792,-83.0902
668,"Costa Del Sol, Spain (General), Spain",36.6833,-4.0
688,"Davao City, Davao City, Philippines",7.07306,125.613
750,"Staten Island, New York, United States",40.5834,-74.1496
302,"Sylhet, Sylhet, Bangladesh",24.8967,91.8717
1126,"Port Moresby, National Capital, Papua New Guinea",-9.46472,147.193
188,"Hobyo, Mudug, Somalia",5.3505,48.5268
402,"New York, United States",42.1497,-74.9384
893,"Arabian Peninsula, Saudi Arabia (General), Saudi Arabia",25.0,45.0
838,"Pennsylvania State Police, Pennsylvania, United States",40.4723,-78.7484
616,"Smith County, Mississippi, United States",31.971,-89.4984
640,"Puntland, Somalia (General), Somalia",9.0,49.0
1121,"Alishing, Laghman, Afghanistan",34.7038,70.1537
83,"Hagerstown, Maryland, United States",39.6418,-77.72
804,"Shanghai, Shanghai, China",31.2222,121.458
870,"Shache, Xinjiang, China",38.4167,77.2406
896,"Michika, Adamawa, Nigeria",10.6159,13.3849
962,"Dussen, Noord-Brabant, Netherlands",51.7321,4.96312
1085,"Dawah, Al Basrah, Iraq",30.9583,47.4939
777,"Gulshan-E-Iqbal, Sindh, Pakistan",24.9222,67.09
143,"Dmytrivka, Mykolayivs'ka Oblast', Ukraine",46.6314,31.7386
464,"Rochester, New York, United States",43.1548,-77.6156
1051,"Ramsey County, Minnesota, United States",45.0333,-93.0835
6,"Kathmandu, Bagmati, Nepal",27.7167,85.3167
562,"Chennai, Tamil Nadu, India",13.0833,80.2833
1102,"Kent State University, Ohio, United States",40.8667,-81.4387
497,"Mississippi, United States",32.7673,-89.6812
183,"Upper Nile, Wilayat A`Ali An Nil, South Sudan",10.0,32.7
518,"Tirah, North-West Frontier, Pakistan",34.5258,72.6899
1211,"Bristol, Bristol, City Of, United Kingdom",51.45,-2.58333
439,"Amsterdam, Noord-Holland, Netherlands",52.35,4.91667
362,"Dangam, Konar, Afghanistan",34.9923,71.4194
411,"Cape Cod, Massachusetts, United States",41.7001,-70.0328
705,"Pyongyang, P'yongyang-Si, North Korea",39.0194,125.755
478,"Greene County, Pennsylvania, United States",40.0004,-80.2501
398,"Indore, Madhya Pradesh, India",22.7167,75.8333
384,"Apshawa, New Jersey, United States",41.0176,-74.3629
836,"Nanjing, Jiangsu, China",32.0617,118.778
942,"Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine",48.463,35.039
955,"Adamawa State, Adamawa, Nigeria",9.33333,12.5
407,"Denton, Texas, United States",33.2148,-97.1331
376,"Baltimore, Maryland, United States",39.2904,-76.6122
912,"Karbala, Karbala', Iraq",32.5979,44.0165
599,"Ninoy Aquino International Airport, Pasay, Philippines",14.505,121.005
1167,"Marikana, North-West, South Africa",-25.5833,27.5667
587,"Quetta, Balochistan, Pakistan",30.199,67.0097
609,"Dakar, Dakar, Senegal",14.7367,-17.6339
1235,"Tennessee, United States",35.7449,-86.7489
95,"Frankfurt, Brandenburg, Germany",52.35,14.55
923,"Tulsa County, Oklahoma, United States",36.1001,-95.9003
601,"Salhiyah, Dayr Az Zawr, Syria",34.7517,40.7279
822,"Jenin, West Bank (General), West Bank",32.4594,35.3009
231,"Berkeley, California, United States",37.8716,-122.273
148,"Letsie, Lesotho (General), Lesotho",-29.8333,27.3167
504,"Sinjar, Babil, Iraq",32.5312,44.4116
726,"Bogota, Cundinamarca, Colombia",4.6,-74.0833
106,"Kabylia, Bordj Bou ArréDj, Algeria",36.25,5.0
707,"Little Rock, Arkansas, United States",34.7465,-92.2896
157,"Surat, Gujarat, India",20.9667,72.9
964,"Michigan, United States",43.3504,-84.5603
935,"Berkshire, Massachusetts, United States",42.5126,-73.1929
203,"Ngom, Cross River, Nigeria",6.4313,8.4685
1213,"Oslo, Oslo, Norway",59.9167,10.75
1093,"Idaho, United States",44.2394,-114.51
81,"Karnes County, Texas, United States",28.8836,-97.8503
1023,"Daytona Beach, Florida, United States",29.2108,-81.0228
321,"Tor Darra, Federally Administered Tribal Areas, Pakistan",33.8961,70.7895
1199,"Prague, Praha, HlavníEsto, Czech Republic",50.0833,14.4667
371,"Hasakeh, Al ?Asakah, Syria",36.5024,40.7477
656,"Slavyansk, Primorskiy Kray, Russia",42.8696,131.378
1248,"Saraqeb, Idlib, Syria",35.8645,36.8059
1079,"Kidal, Kidal, Mali",18.4411,1.40778
924,"Bazza, Adamawa, Nigeria",10.5643,13.3176
885,"Brisbane, Queensland, Australia",-27.5,153.017
339,"Capitol Hill, District Of Columbia, United States",38.889,-77.0003
760,"Minya, Al Minya, Egypt",28.1099,30.7503
749,"Diyala, DiyaláZ, Iraq",34.0,45.0
268,"Nador, Oriental, Morocco",35.174,-2.92866
531,"Qalamoun, Rif Dimashq, Syria",33.8,36.4333
829,"Nashville, Tennessee, United States",36.1659,-86.7844
345,"Konduga, Borno, Nigeria",11.6558,13.4213
613,"Melbourne, Victoria, Australia",-37.8167,144.967
721,"Warsaw, (Pl67), Poland",52.25,21.0
1043,"Jefferson County, Alabama, United States",33.5834,-86.8667
282,"Abuja, Abuja Federal Capital Territory, Nigeria",9.08333,7.53333
121,"Model Town, Balochistan, Pakistan",30.2073,67.0055
989,"University Of Florida, Florida, United States",29.6486,-82.3493
1071,"Paris, RhôAlpes, France",45.6333,5.73333
487,"Giza, Al Jizah, Egypt",30.0086,31.2122
577,"Ottawa, Ontario, Canada",45.4167,-75.7
216,"Acadiana, Louisiana, United States",30.4463,-91.1126
852,"Great Yarmouth, Norfolk, United Kingdom",52.6333,1.75
63,"Youngstown, Ohio, United States",41.0998,-80.6495
1120,"Pacifica, California, United States",37.6138,-122.487
1105,"Algiers, Alger, Algeria",36.7631,3.05056
1187,"Roma, Lazio, Italy",41.9,12.4833
676,"Ogun State, Ogun, Nigeria",7.0,3.58333
277,"Sioux Falls, South Dakota, United States",43.55,-96.7003
879,"Shamlan, San‘A', Yemen",15.4098,44.1405
1095,"Lanseria, Mpumalanga, South Africa",-26.5497,28.7306
1183,"Barawe, Shabeellaha Hoose, Somalia",1.1132,44.0297
1132,"Rawalpindi, Punjab, Pakistan",33.6,73.0667
929,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829
133,"Tizi-Ouzou, Tizi Ouzou, Algeria",36.7118,4.04591
123,"Dushanbe, Tajikistan (General), Tajikistan",38.56,68.7739
304,"Maiduguri, Borno, Nigeria",11.8464,13.1603
547,"Potter County, Texas, United States",35.4167,-101.9
631,"Esenboga, Ankara, Turkey",40.1351,32.9873
396,"Karaca, Agri, Turkey",39.3926,43.5486
258,"South China Sea, Brunei (General), Brunei",15.0,115.0
949,"Raqa, Saudi Arabia (General), Saudi Arabia",17.8728,41.7711
499,"Gainesville, Florida, United States",29.6516,-82.3248
56,"Novorossiya, Primorskiy Kray, Russia",43.3427,132.556
1151,"Sanaa, San‘A', Yemen",15.3547,44.2067
54,"Allahabad, Uttar Pradesh, India",25.45,81.85
1204,"Dubai, Dubayy, United Arab Emirates",25.2522,55.28
1047,"Laghman, Laghman, Afghanistan",34.6714,70.2094
1055,"Columbia High School, New Jersey, United States",40.7357,-74.2657
166,"Macdill Air Force Base, Florida, United States",27.8472,-82.5034
88,"Millsboro, Delaware, United States",38.5915,-75.2913
1009,"Merrillville, Indiana, United States",41.4828,-87.3328
30,"Ministry Of Health, Amanat Al `Asimah, Yemen",15.3533,44.2052
141,"Anbar, Kayseri, Turkey",38.7525,35.3764
1124,"Minbej, ?Alab, Syria",36.5282,37.955
1230,"Abbotsford, British Columbia, Canada",49.05,-122.3
75,"Connecticut, United States",41.5834,-72.7622
134,"Pisgat Zeev, West Bank (General), West Bank",31.8167,35.2333
618,"Rome, Lazio, Italy",41.9,12.4833
848,"Kivu, Sud, Rwanda",-2.631,29.5048
1060,"East China Sea, Japan (General), Japan",29.0,125.0
703,"Islamabad, Islamabad, Pakistan",33.7,73.1667
900,"West Palm Beach, Florida, United States",26.7153,-80.0534
1134,"Rostov, Rostovskaya Oblast', Russia",47.2364,39.7139
318,"Chattanooga, Tennessee, United States",35.0456,-85.3097
972,"Ottumwa, Iowa, United States",41.02,-92.4113
185,"Nairobi, Nairobi Area, Kenya",-1.28333,36.8167
248,"Kano, Kano, Nigeria",11.9964,8.51667
146,"Mansoura, Ad Daqahliyah, Egypt",31.0364,31.3807
356,"Rio De Janeiro, Estado Do Rio, Brazil",-22.9,-43.2333
802,"Gulfport, Mississippi, United States",30.3674,-89.0928
4,"Minneapolis, Minnesota, United States",44.98,-93.2638
528,"Pskov, Pskovskaya Oblast', Russia",57.8136,28.3496
